Time,X,Y,Z,Roll,Pitch,Yaw
203 31 17 16 17 12 2021,-8182.321289,6277.19873,1.165973,0.0,0.0,-51.281281
226 31 17 16 17 12 2021,-8320.064453,6382.873047,1.185206,0.0,0.0,-52.192303
251 31 17 16 17 12 2021,-8454.350586,6485.89502,1.203957,0.0,0.0,-53.081154
277 31 17 16 17 12 2021,-8585.270508,6586.334961,1.222238,0.0,0.0,-53.948368
313 31 17 16 17 12 2021,-8713.509766,6684.717773,1.240144,0.0,0.0,-54.798416
338 31 17 16 17 12 2021,-8838.374023,6780.511719,1.257579,0.0,0.0,-55.626659
363 31 17 16 17 12 2021,-8959.823242,6873.685547,1.274537,0.0,0.0,-56.432751
389 31 17 16 17 12 2021,-9077.892578,6964.266602,1.291024,0.0,0.0,-57.21685
425 31 17 16 17 12 2021,-9193.169922,7052.705078,1.30712,0.0,0.0,-57.98283
449 31 17 16 17 12 2021,-9305.094727,7138.571777,1.322749,0.0,0.0,-58.726913
475 31 17 16 17 12 2021,-9413.720703,7221.908203,1.337916,0.0,0.0,-59.449417
513 31 17 16 17 12 2021,-9519.649414,7303.174805,1.352708,0.0,0.0,-60.154266
540 31 17 16 17 12 2021,-9519.649414,7303.174805,1.352708,0.0,0.0,-60.154266
567 31 17 16 17 12 2021,-9622.844727,7382.349609,1.376315,0.0,0.0,-60.888702
602 31 17 16 17 12 2021,-9723.770508,7459.783203,1.399404,0.0,0.0,-61.607307
627 31 17 16 17 12 2021,-9821.819336,7535.009277,1.421834,0.0,0.0,-62.305706
654 31 17 16 17 12 2021,-9917.055664,7608.078125,1.443621,0.0,0.0,-62.984325
692 31 17 16 17 12 2021,-10010.072266,7679.443359,1.4649,0.0,0.0,-63.647354
715 31 17 16 17 12 2021,-10100.043945,7748.472656,1.485482,0.0,0.0,-64.288895
739 31 17 16 17 12 2021,-10187.042969,7815.221191,1.505385,0.0,0.0,-64.909424
762 31 17 16 17 12 2021,-10271.055664,7879.678711,1.524604,0.0,0.0,-65.50882
788 31 17 16 17 12 2021,-10352.199219,7941.935059,1.543167,0.0,0.0,-66.087898
824 31 17 16 17 12 2021,-10431.008789,8002.400391,1.561196,0.0,0.0,-66.650452
848 31 17 16 17 12 2021,-10506.939453,8060.656738,1.578567,0.0,0.0,-67.192558
872 31 17 16 17 12 2021,-10580.046875,8116.747559,1.595291,0.0,0.0,-67.714615
897 31 17 16 17 12 2021,-10650.393555,8170.719727,1.611384,0.0,0.0,-68.217056
923 31 17 16 17 12 2021,-10718.039062,8222.619141,1.626859,0.0,0.0,-68.700279
949 31 17 16 17 12 2021,-10783.053711,8272.5,1.641732,0.0,0.0,-69.164772
986 31 17 16 17 12 2021,-10845.837891,8320.669922,1.656095,0.0,0.0,-69.613403
13 32 17 16 17 12 2021,-10906.061523,8366.875977,1.669872,0.0,0.0,-70.043785
37 32 17 16 17 12 2021,-10963.750977,8411.136719,1.68307,0.0,0.0,-70.456093
61 32 17 16 17 12 2021,-11018.935547,8453.476562,1.695694,0.0,0.0,-70.850563
98 32 17 16 17 12 2021,-11072.000977,8494.19043,1.707834,0.0,0.0,-71.229904
122 32 17 16 17 12 2021,-11122.65332,8533.052734,1.719422,0.0,0.0,-71.592049
145 32 17 16 17 12 2021,-11170.976562,8570.12793,1.730476,0.0,0.0,-71.937546
170 32 17 16 17 12 2021,-11217.055664,8605.481445,1.741018,0.0,0.0,-72.267029
193 32 17 16 17 12 2021,-11260.958984,8639.166016,1.751062,0.0,0.0,-72.580971
230 32 17 16 17 12 2021,-11302.983398,8671.40918,1.760675,0.0,0.0,-72.881493
255 32 17 16 17 12 2021,-11342.950195,8702.073242,1.769819,0.0,0.0,-73.167328
279 32 17 16 17 12 2021,-11380.930664,8731.213867,1.778507,0.0,0.0,-73.438942
304 32 17 16 17 12 2021,-11416.994141,8758.882812,1.786758,0.0,0.0,-73.696884
327 32 17 16 17 12 2021,-11451.189453,8785.118164,1.79458,0.0,0.0,-73.941452
364 32 17 16 17 12 2021,-11483.779297,8810.12207,1.802036,0.0,0.0,-74.174538
388 32 17 16 17 12 2021,-11514.642578,8833.801758,1.809096,0.0,0.0,-74.395302
412 32 17 16 17 12 2021,-11543.845703,8856.208008,1.815777,0.0,0.0,-74.604187
437 32 17 16 17 12 2021,-11571.46582,8877.398438,1.822096,0.0,0.0,-74.801758
462 32 17 16 17 12 2021,-11597.564453,8897.421875,1.828066,0.0,0.0,-74.988426
497 32 17 16 17 12 2021,-11622.30957,8916.407227,1.833727,0.0,0.0,-75.165436
522 32 17 16 17 12 2021,-11645.652344,8934.316406,1.839067,0.0,0.0,-75.332428
546 32 17 16 17 12 2021,-11667.641602,8951.1875,1.844097,0.0,0.0,-75.489731
569 32 17 16 17 12 2021,-11688.349609,8967.075195,1.848835,0.0,0.0,-75.637856
591 32 17 16 17 12 2021,-11707.819336,8982.012695,1.853289,0.0,0.0,-75.77713
614 32 17 16 17 12 2021,-11726.116211,8996.050781,1.857474,0.0,0.0,-75.908028
639 32 17 16 17 12 2021,-11743.30957,9009.242188,1.861408,0.0,0.0,-76.031029
676 32 17 16 17 12 2021,-11759.524414,9021.682617,1.865117,0.0,0.0,-76.147026
700 32 17 16 17 12 2021,-11774.731445,9033.349609,1.868596,0.0,0.0,-76.255814
725 32 17 16 17 12 2021,-11788.988281,9044.288086,1.871857,0.0,0.0,-76.357803
749 32 17 16 17 12 2021,-11802.338867,9054.53125,1.874912,0.0,0.0,-76.453316
786 32 17 16 17 12 2021,-11814.889648,9064.160156,1.877783,0.0,0.0,-76.543114
810 32 17 16 17 12 2021,-11826.624023,9073.163086,1.880467,0.0,0.0,-76.627068
834 32 17 16 17 12 2021,-11837.583984,9081.571289,1.882974,0.0,0.0,-76.705475
859 32 17 16 17 12 2021,-11847.817383,9089.422852,1.885316,0.0,0.0,-76.778687
884 32 17 16 17 12 2021,-11857.362305,9096.746094,1.887499,0.0,0.0,-76.84697
923 32 17 16 17 12 2021,-11866.302734,9103.605469,1.889544,0.0,0.0,-76.910934
948 32 17 16 17 12 2021,-11874.625977,9109.991211,1.891448,0.0,0.0,-76.970474
971 32 17 16 17 12 2021,-11882.367188,9115.930664,1.893219,0.0,0.0,-77.025864
995 32 17 16 17 12 2021,-11889.560547,9121.449219,1.894865,0.0,0.0,-77.077332
18 33 17 16 17 12 2021,-11896.240234,9126.574219,1.896393,0.0,0.0,-77.125114
43 33 17 16 17 12 2021,-11902.44043,9131.331055,1.897811,0.0,0.0,-77.169472
66 33 17 16 17 12 2021,-11908.188477,9135.741211,1.899126,0.0,0.0,-77.210587
89 33 17 16 17 12 2021,-11913.515625,9139.828125,1.900345,0.0,0.0,-77.248703
113 33 17 16 17 12 2021,-11918.449219,9143.613281,1.901474,0.0,0.0,-77.284004
150 33 17 16 17 12 2021,-11923.03418,9147.130859,1.902522,0.0,0.0,-77.316803
173 33 17 16 17 12 2021,-11927.272461,9150.382812,1.903492,0.0,0.0,-77.34713
199 33 17 16 17 12 2021,-11931.19043,9153.388672,1.904388,0.0,0.0,-77.375153
222 33 17 16 17 12 2021,-11934.805664,9156.162109,1.905215,0.0,0.0,-77.401016
244 33 17 16 17 12 2021,-11938.138672,9158.719727,1.905978,0.0,0.0,-77.424866
268 33 17 16 17 12 2021,-11941.210938,9161.077148,1.906681,0.0,0.0,-77.446854
305 33 17 16 17 12 2021,-11944.051758,9163.256836,1.907331,0.0,0.0,-77.467178
329 33 17 16 17 12 2021,-11946.666016,9165.262695,1.907929,0.0,0.0,-77.485886
352 33 17 16 17 12 2021,-11949.069336,9167.106445,1.908478,0.0,0.0,-77.503067
375 33 17 16 17 12 2021,-11951.277344,9168.800781,1.908984,0.0,0.0,-77.518867
398 33 17 16 17 12 2021,-11953.304688,9170.356445,1.909447,0.0,0.0,-77.533363
422 33 17 16 17 12 2021,-11955.164062,9171.783203,1.909873,0.0,0.0,-77.546661
444 33 17 16 17 12 2021,-11956.868164,9173.09082,1.910263,0.0,0.0,-77.558853
468 33 17 16 17 12 2021,-11958.429688,9174.289062,1.91062,0.0,0.0,-77.57003
493 33 17 16 17 12 2021,-11959.860352,9175.386719,1.910947,0.0,0.0,-77.580261
527 33 17 16 17 12 2021,-11961.172852,9176.393555,1.911248,0.0,0.0,-77.589661
549 33 17 16 17 12 2021,-11962.373047,9177.314453,1.911522,0.0,0.0,-77.598244
573 33 17 16 17 12 2021,-11962.373047,9177.314453,1.911522,0.0,0.0,-77.598244
598 33 17 16 17 12 2021,-11963.469727,9178.132812,1.910905,0.0,0.0,-77.511345
621 33 17 16 17 12 2021,-11964.470703,9178.878906,1.910342,0.0,0.0,-77.432068
646 33 17 16 17 12 2021,-11965.383789,9179.55957,1.909828,0.0,0.0,-77.359749
682 33 17 16 17 12 2021,-11966.21875,9180.181641,1.909359,0.0,0.0,-77.293648
705 33 17 16 17 12 2021,-11966.978516,9180.748047,1.908931,0.0,0.0,-77.233475
729 33 17 16 17 12 2021,-11967.669922,9181.263672,1.908542,0.0,0.0,-77.178719
753 33 17 16 17 12 2021,-11968.297852,9181.732422,1.908189,0.0,0.0,-77.128967
776 33 17 16 17 12 2021,-11968.868164,9182.158203,1.907868,0.0,0.0,-77.083733
802 33 17 16 17 12 2021,-11969.386719,9182.544922,1.907576,0.0,0.0,-77.042671
838 33 17 16 17 12 2021,-11969.858398,9182.896484,1.90731,0.0,0.0,-77.00531
860 33 17 16 17 12 2021,-11970.286133,9183.214844,1.90707,0.0,0.0,-76.971443
884 33 17 16 17 12 2021,-11970.672852,9183.503906,1.906852,0.0,0.0,-76.940781
907 33 17 16 17 12 2021,-11971.023438,9183.764648,1.906655,0.0,0.0,-76.913002
931 33 17 16 17 12 2021,-11971.34082,9184.000977,1.906477,0.0,0.0,-76.887886
956 33 17 16 17 12 2021,-11971.62793,9184.214844,1.906315,0.0,0.0,-76.865173
979 33 17 16 17 12 2021,-11971.886719,9184.408203,1.90617,0.0,0.0,-76.844688
2 34 17 16 17 12 2021,-11972.120117,9184.582031,1.906038,0.0,0.0,-76.826172
27 34 17 16 17 12 2021,-11972.331055,9184.739258,1.90592,0.0,0.0,-76.809456
49 34 17 16 17 12 2021,-11972.521484,9184.880859,1.905813,0.0,0.0,-76.794418
73 34 17 16 17 12 2021,-11972.692383,9185.008789,1.905716,0.0,0.0,-76.780853
96 34 17 16 17 12 2021,-11972.84668,9185.124023,1.90563,0.0,0.0,-76.768646
119 34 17 16 17 12 2021,-11972.985352,9185.227539,1.905552,0.0,0.0,-76.75766
157 34 17 16 17 12 2021,-11973.110352,9185.320312,1.905481,0.0,0.0,-76.747772
183 34 17 16 17 12 2021,-11973.222656,9185.404297,1.905418,0.0,0.0,-76.738861
208 34 17 16 17 12 2021,-11973.323242,9185.479492,1.905362,0.0,0.0,-76.730858
246 34 17 16 17 12 2021,-11973.414062,9185.546875,1.90531,0.0,0.0,-76.723671
271 34 17 16 17 12 2021,-11973.495117,9185.607422,1.905265,0.0,0.0,-76.717224
295 34 17 16 17 12 2021,-11973.568359,9185.662109,1.905224,0.0,0.0,-76.711464
323 34 17 16 17 12 2021,-11973.633789,9185.710938,1.905187,0.0,0.0,-76.706306
356 34 17 16 17 12 2021,-11973.692383,9185.753906,1.905154,0.0,0.0,-76.701668
380 34 17 16 17 12 2021,-11973.744141,9185.792969,1.905125,0.0,0.0,-76.69754
404 34 17 16 17 12 2021,-11973.791016,9185.827148,1.905098,0.0,0.0,-76.693855
430 34 17 16 17 12 2021,-11973.832031,9185.858398,1.905075,0.0,0.0,-76.690552
470 34 17 16 17 12 2021,-11973.869141,9185.885742,1.905054,0.0,0.0,-76.687607
494 34 17 16 17 12 2021,-11973.902344,9185.910156,1.905036,0.0,0.0,-76.684998
518 34 17 16 17 12 2021,-11973.931641,9185.931641,1.905019,0.0,0.0,-76.682663
543 34 17 16 17 12 2021,-11973.931641,9185.931641,1.905019,0.0,0.0,-76.682663
579 34 17 16 17 12 2021,-11973.957031,9185.931641,1.896992,0.0,0.0,-76.549324
604 34 17 16 17 12 2021,-11973.979492,9185.931641,1.889859,0.0,0.0,-76.430809
629 34 17 16 17 12 2021,-11973.999023,9185.931641,1.883523,0.0,0.0,-76.325546
669 34 17 16 17 12 2021,-11974.016602,9185.931641,1.877881,0.0,0.0,-76.231819
694 34 17 16 17 12 2021,-11974.032227,9185.931641,1.872882,0.0,0.0,-76.148781
718 34 17 16 17 12 2021,-11974.045898,9185.931641,1.868455,0.0,0.0,-76.075218
742 34 17 16 17 12 2021,-11974.058594,9185.931641,1.864538,0.0,0.0,-76.010155
778 34 17 16 17 12 2021,-11974.069336,9185.931641,1.861067,0.0,0.0,-75.952484
802 34 17 16 17 12 2021,-11974.079102,9185.931641,1.858002,0.0,0.0,-75.901566
825 34 17 16 17 12 2021,-11974.087891,9185.931641,1.855299,0.0,0.0,-75.856667
849 34 17 16 17 12 2021,-11974.095703,9185.931641,1.852916,0.0,0.0,-75.817085
872 34 17 16 17 12 2021,-11974.102539,9185.931641,1.850817,0.0,0.0,-75.782211
897 34 17 16 17 12 2021,-11974.108398,9185.930664,1.84897,0.0,0.0,-75.751518
934 34 17 16 17 12 2021,-11974.113281,9185.930664,1.84734,0.0,0.0,-75.724442
959 34 17 16 17 12 2021,-11974.117188,9185.930664,1.845909,0.0,0.0,-75.700645
983 34 17 16 17 12 2021,-11974.121094,9185.930664,1.844652,0.0,0.0,-75.679771
22 35 17 16 17 12 2021,-11974.124023,9185.930664,1.843546,0.0,0.0,-75.661392
47 35 17 16 17 12 2021,-11974.126953,9185.930664,1.842577,0.0,0.0,-75.645302
72 35 17 16 17 12 2021,-11974.129883,9185.930664,1.841729,0.0,0.0,-75.63121
109 35 17 16 17 12 2021,-11974.131836,9185.930664,1.840985,0.0,0.0,-75.618858
133 35 17 16 17 12 2021,-11974.133789,9185.930664,1.840335,0.0,0.0,-75.608055
162 35 17 16 17 12 2021,-11974.135742,9185.930664,1.839767,0.0,0.0,-75.598633
200 35 17 16 17 12 2021,-11974.137695,9185.930664,1.839271,0.0,0.0,-75.590378
229 35 17 16 17 12 2021,-11974.138672,9185.930664,1.838838,0.0,0.0,-75.583183
266 35 17 16 17 12 2021,-11974.139648,9185.930664,1.83846,0.0,0.0,-75.576912
292 35 17 16 17 12 2021,-11974.140625,9185.930664,1.838132,0.0,0.0,-75.571465
318 35 17 16 17 12 2021,-11974.141602,9185.930664,1.837847,0.0,0.0,-75.566719
357 35 17 16 17 12 2021,-11974.141602,9185.930664,1.837847,0.0,0.0,-75.566719
385 35 17 16 17 12 2021,-11974.12793,9185.932617,1.828677,0.0,0.0,-75.422729
422 35 17 16 17 12 2021,-11974.115234,9185.933594,1.820726,0.0,0.0,-75.297867
448 35 17 16 17 12 2021,-11974.104492,9185.93457,1.813846,0.0,0.0,-75.189812
489 35 17 16 17 12 2021,-11974.104492,9185.93457,1.813846,0.0,0.0,-75.189812
515 35 17 16 17 12 2021,-11974.095703,9185.90918,1.805314,0.0,0.0,-74.957489
542 35 17 16 17 12 2021,-11974.087891,9185.887695,1.797944,0.0,0.0,-74.75679
578 35 17 16 17 12 2021,-11974.082031,9185.869141,1.791574,0.0,0.0,-74.583344
604 35 17 16 17 12 2021,-11974.076172,9185.853516,1.786079,0.0,0.0,-74.433693
629 35 17 16 17 12 2021,-11974.071289,9185.839844,1.781339,0.0,0.0,-74.304626
667 35 17 16 17 12 2021,-11974.067383,9185.828125,1.777249,0.0,0.0,-74.19323
692 35 17 16 17 12 2021,-11974.063477,9185.817383,1.773725,0.0,0.0,-74.097267
718 35 17 16 17 12 2021,-11974.060547,9185.808594,1.770691,0.0,0.0,-74.014641
754 35 17 16 17 12 2021,-11974.057617,9185.800781,1.768076,0.0,0.0,-73.943436
778 35 17 16 17 12 2021,-11974.055664,9185.793945,1.765827,0.0,0.0,-73.88221
802 35 17 16 17 12 2021,-11974.053711,9185.788086,1.763894,0.0,0.0,-73.829559
826 35 17 16 17 12 2021,-11974.053711,9185.788086,1.763894,0.0,0.0,-73.829559
851 35 17 16 17 12 2021,-11974.05957,9185.748047,1.77089,0.0,0.0,-73.601311
887 35 17 16 17 12 2021,-11974.064453,9185.713867,1.77693,0.0,0.0,-73.404228
911 35 17 16 17 12 2021,-11974.064453,9185.713867,1.77693,0.0,0.0,-73.404228
938 35 17 16 17 12 2021,-11974.073242,9185.630859,1.78033,0.0,0.0,-72.954369
975 35 17 16 17 12 2021,-11974.081055,9185.55957,1.783269,0.0,0.0,-72.565445
0 36 17 16 17 12 2021,-11974.081055,9185.55957,1.783269,0.0,0.0,-72.565445
23 36 17 16 17 12 2021,-11974.089844,9185.455078,1.785653,0.0,0.0,-72.010246
46 36 17 16 17 12 2021,-11974.09668,9185.365234,1.787695,0.0,0.0,-71.534958
70 36 17 16 17 12 2021,-11974.102539,9185.289062,1.789442,0.0,0.0,-71.128273
108 36 17 16 17 12 2021,-11974.108398,9185.223633,1.79094,0.0,0.0,-70.779617
133 36 17 16 17 12 2021,-11974.113281,9185.167969,1.792217,0.0,0.0,-70.48214
156 36 17 16 17 12 2021,-11974.117188,9185.120117,1.793306,0.0,0.0,-70.228653
183 36 17 16 17 12 2021,-11974.120117,9185.079102,1.794233,0.0,0.0,-70.012741
221 36 17 16 17 12 2021,-11974.123047,9185.043945,1.795024,0.0,0.0,-69.828606
247 36 17 16 17 12 2021,-11974.125977,9185.014648,1.795696,0.0,0.0,-69.672211
286 36 17 16 17 12 2021,-11974.12793,9184.989258,1.796267,0.0,0.0,-69.539177
313 36 17 16 17 12 2021,-11974.129883,9184.967773,1.796751,0.0,0.0,-69.426537
338 36 17 16 17 12 2021,-11974.130859,9184.950195,1.79716,0.0,0.0,-69.331322
376 36 17 16 17 12 2021,-11974.131836,9184.93457,1.797507,0.0,0.0,-69.250671
400 36 17 16 17 12 2021,-11974.132812,9184.921875,1.797799,0.0,0.0,-69.182693
423 36 17 16 17 12 2021,-11974.133789,9184.911133,1.798044,0.0,0.0,-69.125488
446 36 17 16 17 12 2021,-11974.134766,9184.902344,1.798251,0.0,0.0,-69.077377
471 36 17 16 17 12 2021,-11974.135742,9184.894531,1.798424,0.0,0.0,-69.036949
495 36 17 16 17 12 2021,-11974.135742,9184.888672,1.79857,0.0,0.0,-69.003021
530 36 17 16 17 12 2021,-11974.136719,9184.882812,1.798692,0.0,0.0,-68.974518
557 36 17 16 17 12 2021,-11974.136719,9184.87793,1.798795,0.0,0.0,-68.95063
582 36 17 16 17 12 2021,-11974.136719,9184.874023,1.798881,0.0,0.0,-68.930687
619 36 17 16 17 12 2021,-11974.136719,9184.871094,1.798952,0.0,0.0,-68.913979
643 36 17 16 17 12 2021,-11974.136719,9184.868164,1.799012,0.0,0.0,-68.900024
667 36 17 16 17 12 2021,-11974.136719,9184.868164,1.799012,0.0,0.0,-68.900024
693 36 17 16 17 12 2021,-11974.138672,9184.895508,1.811751,0.0,0.0,-69.074142
730 36 17 16 17 12 2021,-11974.140625,9184.917969,1.822356,0.0,0.0,-69.219078
755 36 17 16 17 12 2021,-11974.142578,9184.936523,1.831156,0.0,0.0,-69.339348
779 36 17 16 17 12 2021,-11974.143555,9184.952148,1.838452,0.0,0.0,-69.439064
804 36 17 16 17 12 2021,-11974.144531,9184.964844,1.844496,0.0,0.0,-69.52169
841 36 17 16 17 12 2021,-11974.145508,9184.975586,1.849509,0.0,0.0,-69.590195
866 36 17 16 17 12 2021,-11974.146484,9184.984375,1.853654,0.0,0.0,-69.646851
889 36 17 16 17 12 2021,-11974.147461,9184.992188,1.857078,0.0,0.0,-69.693626
911 36 17 16 17 12 2021,-11974.148438,9184.998047,1.859903,0.0,0.0,-69.732239
936 36 17 16 17 12 2021,-11974.148438,9185.00293,1.862233,0.0,0.0,-69.764084
960 36 17 16 17 12 2021,-11974.148438,9185.006836,1.864153,0.0,0.0,-69.790337
982 36 17 16 17 12 2021,-11974.148438,9185.010742,1.865733,0.0,0.0,-69.81192
8 37 17 16 17 12 2021,-11974.148438,9185.013672,1.867034,0.0,0.0,-69.829697
31 37 17 16 17 12 2021,-11974.148438,9185.015625,1.868103,0.0,0.0,-69.844307
55 37 17 16 17 12 2021,-11974.148438,9185.017578,1.868981,0.0,0.0,-69.856316
93 37 17 16 17 12 2021,-11974.148438,9185.019531,1.869704,0.0,0.0,-69.866188
117 37 17 16 17 12 2021,-11974.148438,9185.020508,1.870296,0.0,0.0,-69.874283
139 37 17 16 17 12 2021,-11974.148438,9185.021484,1.87078,0.0,0.0,-69.880913
164 37 17 16 17 12 2021,-11974.148438,9185.022461,1.871177,0.0,0.0,-69.886337
188 37 17 16 17 12 2021,-11974.148438,9185.023438,1.871502,0.0,0.0,-69.890778
211 37 17 16 17 12 2021,-11974.148438,9185.024414,1.871767,0.0,0.0,-69.894402
