Time,X,Y,Z,Roll,Pitch,Yaw
373 9 29 12 16 12 2021,-11881.275391,9217.961914,6.225128,0.0,0.0,6.54112
396 9 29 12 16 12 2021,-11881.275391,9217.961914,6.225128,0.0,0.0,6.54112
419 9 29 12 16 12 2021,-11881.275391,9217.961914,6.225128,0.0,0.0,6.54112
432 9 29 12 16 12 2021,-11881.292969,9217.964844,6.222527,0.0,0.0,6.48624
453 9 29 12 16 12 2021,-11881.338867,9217.973633,6.2158,0.0,0.0,6.344307
473 9 29 12 16 12 2021,-11881.401367,9217.985352,6.206706,0.0,0.0,6.15244
484 9 29 12 16 12 2021,-11881.460938,9217.996094,6.198135,0.0,0.0,5.971599
495 9 29 12 16 12 2021,-11881.509766,9218.004883,6.191001,0.0,0.0,5.821087
518 9 29 12 16 12 2021,-11881.553711,9218.012695,6.184729,0.0,0.0,5.68876
531 9 29 12 16 12 2021,-11881.582031,9218.018555,6.180626,0.0,0.0,5.602197
550 9 29 12 16 12 2021,-11881.599609,9218.021484,6.178121,0.0,0.0,5.549333
564 9 29 12 16 12 2021,-11881.607422,9218.023438,6.176922,0.0,0.0,5.524054
583 9 29 12 16 12 2021,-11881.611328,9218.024414,6.176418,0.0,0.0,5.513422
594 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
605 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
618 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
631 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
641 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
661 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
686 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
691 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
697 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
708 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
728 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
740 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
751 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
785 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
790 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
796 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
805 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
815 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
826 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
838 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
859 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
864 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
874 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
893 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
904 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
916 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
927 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
951 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
958 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
966 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
973 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
984 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
993 9 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
5 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
44 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
50 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
61 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
72 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
82 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
94 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
106 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
184 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
191 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
197 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
207 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
218 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
229 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
242 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
286 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
291 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
297 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
305 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
317 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
328 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
340 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
422 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
428 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
434 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
443 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
460 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
471 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
483 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
524 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
529 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
540 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
550 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
562 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
572 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
584 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
649 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
655 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
670 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
676 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
683 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
693 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
705 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
743 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
750 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
763 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
772 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
783 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
795 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
807 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
818 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
829 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
841 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
852 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
865 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
883 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
895 10 29 12 16 12 2021,-11881.612305,9218.024414,6.17626,0.0,0.0,5.510078
905 10 29 12 16 12 2021,-11881.603516,9218.005859,6.175931,0.0,0.0,5.082812
916 10 29 12 16 12 2021,-11881.592773,9217.982422,6.175508,0.0,0.0,4.532097
930 10 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
941 10 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
951 10 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
964 10 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
977 10 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
10 11 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
16 11 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
23 11 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
32 11 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
50 11 29 12 16 12 2021,-11881.589844,9217.975586,6.175385,0.0,0.0,4.372095
62 11 29 12 16 12 2021,-11881.614258,9218.0,6.16645,0.0,0.0,4.204287
73 11 29 12 16 12 2021,-11881.658203,9218.043945,6.150372,0.0,0.0,3.902303
114 11 29 12 16 12 2021,-11881.741211,9218.125,6.120514,0.0,0.0,3.341505
119 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
124 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
144 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
168 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
191 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
215 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
235 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
257 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
279 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
302 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
324 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
346 11 29 12 16 12 2021,-11881.744141,9218.12793,6.119324,0.0,0.0,3.319146
369 11 29 12 16 12 2021,-11881.791992,9218.232422,6.089066,0.0,0.0,2.881451
390 11 29 12 16 12 2021,-11881.84668,9218.352539,6.05397,0.0,0.0,2.373775
413 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
435 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
457 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
479 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
501 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
523 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
547 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
568 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
589 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
612 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
634 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
657 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
681 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
703 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
723 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
746 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
768 11 29 12 16 12 2021,-11881.861328,9218.384766,6.044678,0.0,0.0,2.239357
790 11 29 12 16 12 2021,-11881.946289,9218.666992,5.915966,0.0,0.0,1.582934
812 11 29 12 16 12 2021,-11882.014648,9218.893555,5.812714,0.0,0.0,1.056358
201 12 29 12 16 12 2021,-11882.014648,9218.893555,5.812714,0.0,0.0,1.056358
247 12 29 12 16 12 2021,-11882.014648,9218.893555,5.812714,0.0,0.0,1.056358
261 12 29 12 16 12 2021,-11882.014648,9218.893555,5.812714,0.0,0.0,1.056358
271 12 29 12 16 12 2021,-11881.90625,9218.825195,5.850906,0.0,0.0,1.998826
282 12 29 12 16 12 2021,-11881.777344,9218.743164,5.896826,0.0,0.0,3.132004
312 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
321 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
331 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
362 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
367 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
372 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
380 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
390 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
400 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
411 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
468 12 29 12 16 12 2021,-11881.751953,9218.727539,5.90567,0.0,0.0,3.350243
473 12 29 12 16 12 2021,-11881.748047,9218.725586,5.906336,0.0,0.0,3.367863
479 12 29 12 16 12 2021,-11881.739258,9218.72168,5.907669,0.0,0.0,3.403146
491 12 29 12 16 12 2021,-11881.722656,9218.712891,5.910332,0.0,0.0,3.473658
503 12 29 12 16 12 2021,-11881.699219,9218.700195,5.914078,0.0,0.0,3.572827
514 12 29 12 16 12 2021,-11881.671875,9218.686523,5.918429,0.0,0.0,3.688027
534 12 29 12 16 12 2021,-11881.637695,9218.668945,5.923817,0.0,0.0,3.830679
546 12 29 12 16 12 2021,-11881.605469,9218.652344,5.928841,0.0,0.0,3.963689
556 12 29 12 16 12 2021,-11881.579102,9218.638672,5.933056,0.0,0.0,4.075275
567 12 29 12 16 12 2021,-11881.557617,9218.62793,5.936443,0.0,0.0,4.164958
595 12 29 12 16 12 2021,-11881.539062,9218.618164,5.939365,0.0,0.0,4.242317
600 12 29 12 16 12 2021,-11881.527344,9218.612305,5.941172,0.0,0.0,4.290139
611 12 29 12 16 12 2021,-11881.520508,9218.608398,5.942286,0.0,0.0,4.319632
623 12 29 12 16 12 2021,-11881.516602,9218.606445,5.942937,0.0,0.0,4.336864
650 12 29 12 16 12 2021,-11881.513672,9218.605469,5.943319,0.0,0.0,4.346995
655 12 29 12 16 12 2021,-11881.512695,9218.604492,5.943481,0.0,0.0,4.351289
660 12 29 12 16 12 2021,-11881.511719,9218.604492,5.943548,0.0,0.0,4.353034
670 12 29 12 16 12 2021,-11881.511719,9218.604492,5.943548,0.0,0.0,4.353034
680 12 29 12 16 12 2021,-11881.511719,9218.604492,5.943548,0.0,0.0,4.353034
690 12 29 12 16 12 2021,-11881.530273,9218.685547,5.897844,0.0,0.0,3.985443
702 12 29 12 16 12 2021,-11881.556641,9218.797852,5.834404,0.0,0.0,3.475192
714 12 29 12 16 12 2021,-11881.564453,9218.830078,5.816467,0.0,0.0,3.330933
725 12 29 12 16 12 2021,-11881.564453,9218.830078,5.816467,0.0,0.0,3.330933
736 12 29 12 16 12 2021,-11881.564453,9218.830078,5.816467,0.0,0.0,3.330933
754 12 29 12 16 12 2021,-11881.564453,9218.830078,5.816467,0.0,0.0,3.330933
759 12 29 12 16 12 2021,-11881.564453,9218.830078,5.816467,0.0,0.0,3.330933
769 12 29 12 16 12 2021,-11881.652344,9218.860352,5.794571,0.0,0.0,2.761315
780 12 29 12 16 12 2021,-11881.739258,9218.890625,5.77298,0.0,0.0,2.199623
798 12 29 12 16 12 2021,-11881.739258,9218.890625,5.77298,0.0,0.0,2.199623
804 12 29 12 16 12 2021,-11881.739258,9218.890625,5.77298,0.0,0.0,2.199623
814 12 29 12 16 12 2021,-11881.739258,9218.890625,5.77298,0.0,0.0,2.199623
824 12 29 12 16 12 2021,-11881.739258,9218.890625,5.77298,0.0,0.0,2.199623
836 12 29 12 16 12 2021,-11881.785156,9218.905273,5.765284,0.0,0.0,1.972889
845 12 29 12 16 12 2021,-11881.853516,9218.927734,5.753881,0.0,0.0,1.636952
856 12 29 12 16 12 2021,-11881.916992,9218.949219,5.743177,0.0,0.0,1.321625
905 12 29 12 16 12 2021,-11881.964844,9218.964844,5.735184,0.0,0.0,1.086151
910 12 29 12 16 12 2021,-11881.964844,9218.964844,5.735184,0.0,0.0,1.086151
916 12 29 12 16 12 2021,-11881.964844,9218.964844,5.735184,0.0,0.0,1.086151
923 12 29 12 16 12 2021,-11882.033203,9218.995117,5.713158,0.0,0.0,0.635021
933 12 29 12 16 12 2021,-11882.128906,9219.036133,5.682684,0.0,0.0,0.010867
944 12 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
958 12 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
998 12 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
2 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
11 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
23 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
34 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
44 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
55 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
95 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
100 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
104 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
124 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
149 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
172 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
196 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
227 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
241 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
263 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
284 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
307 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
330 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
351 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
391 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
397 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
419 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
440 13 29 12 16 12 2021,-11882.145508,9219.043945,5.677292,0.0,0.0,-0.099586
464 13 29 12 16 12 2021,-11882.097656,9218.917969,5.724339,0.0,0.0,0.428301
485 13 29 12 16 12 2021,-11882.049805,9218.790039,5.771697,0.0,0.0,0.959679
507 13 29 12 16 12 2021,-11882.042969,9218.771484,5.778671,0.0,0.0,1.037933
533 13 29 12 16 12 2021,-11882.042969,9218.771484,5.778671,0.0,0.0,1.037933
551 13 29 12 16 12 2021,-11882.042969,9218.771484,5.778671,0.0,0.0,1.037933
573 13 29 12 16 12 2021,-11882.042969,9218.771484,5.778671,0.0,0.0,1.037933
595 13 29 12 16 12 2021,-11881.994141,9218.741211,5.794893,0.0,0.0,1.318246
618 13 29 12 16 12 2021,-11881.916016,9218.692383,5.820815,0.0,0.0,1.766189
640 13 29 12 16 12 2021,-11881.855469,9218.655273,5.840616,0.0,0.0,2.108365
662 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847617,0.0,0.0,2.229341
684 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
707 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
729 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
751 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
774 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
797 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
818 13 29 12 16 12 2021,-11881.833984,9218.641602,5.847763,0.0,0.0,2.231865
